ingredient_id,name_ko,name_en,effect_id,effect_name,search_query,raw_pubmed_pmids,raw_hit_count,matched_pmids,matched_paper_count,best_evidence_tier,best_evidence_kind,best_relation_scope,best_effect_match_scope,best_applicability,best_pmid,best_title,best_signal_score,candidate_papers_json,second_pass_status,review_status,score_change,searched_on,search_version
achillea_millefolium_flower_extract,서양톱풀꽃추출물,Achillea Millefolium Flower Extract,effect_moisture_barrier,보습·장벽,"(""Achillea Millefolium Flower Extract""[Title/Abstract]) AND (""barrier function""[Title/Abstract] OR ""corneocyte""[Title/Abstract] OR ""cosmetic""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermal""[Title/Abstract] OR ""dermatitis""[Title/Abstract] OR ""dermatology""[Title/Abstract] OR ""dry skin""[Title/Abstract] OR ""epidermal""[Title/Abstract] OR ""epidermis""[Title/Abstract] OR ""humectant""[Title/Abstract] OR ""hydration""[Title/Abstract] OR ""keratinocyte""[Title/Abstract] OR ""moisture""[Title/Abstract] OR ""moisturising""[Title/Abstract] OR ""moisturizing""[Title/Abstract] OR ""occlusive""[Title/Abstract] OR ""skin""[Title/Abstract] OR ""skin barrier""[Title/Abstract] OR ""skin water content""[Title/Abstract] OR ""stratum corneum""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""transepidermal water loss""[Title/Abstract] OR ""water loss""[Title/Abstract] OR ""xerosis""[Title/Abstract])",,0,,0,,,,,,,,0,[],no_expanded_pubmed_candidate,not_found,none,2026-07-12,mwbl-missing-effect-search-v1
acorus_gramineus_extract,석창포추출물,Acorus Gramineus Extract,effect_moisture_barrier,보습·장벽,"(""Acorus Gramineus Extract""[Title/Abstract]) AND (""barrier function""[Title/Abstract] OR ""corneocyte""[Title/Abstract] OR ""cosmetic""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermal""[Title/Abstract] OR ""dermatitis""[Title/Abstract] OR ""dermatology""[Title/Abstract] OR ""dry skin""[Title/Abstract] OR ""epidermal""[Title/Abstract] OR ""epidermis""[Title/Abstract] OR ""humectant""[Title/Abstract] OR ""hydration""[Title/Abstract] OR ""keratinocyte""[Title/Abstract] OR ""moisture""[Title/Abstract] OR ""moisturising""[Title/Abstract] OR ""moisturizing""[Title/Abstract] OR ""occlusive""[Title/Abstract] OR ""skin""[Title/Abstract] OR ""skin barrier""[Title/Abstract] OR ""skin water content""[Title/Abstract] OR ""stratum corneum""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""transepidermal water loss""[Title/Abstract] OR ""water loss""[Title/Abstract] OR ""xerosis""[Title/Abstract])",,0,,0,,,,,,,,0,[],no_expanded_pubmed_candidate,not_found,none,2026-07-12,mwbl-missing-effect-search-v1
adansonia_digitata_pulp_extract,바오밥나무펄프추출물,Adansonia Digitata Pulp Extract,effect_moisture_barrier,보습·장벽,"(""Adansonia Digitata Pulp Extract""[Title/Abstract]) AND (""barrier function""[Title/Abstract] OR ""corneocyte""[Title/Abstract] OR ""cosmetic""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermal""[Title/Abstract] OR ""dermatitis""[Title/Abstract] OR ""dermatology""[Title/Abstract] OR ""dry skin""[Title/Abstract] OR ""epidermal""[Title/Abstract] OR ""epidermis""[Title/Abstract] OR ""humectant""[Title/Abstract] OR ""hydration""[Title/Abstract] OR ""keratinocyte""[Title/Abstract] OR ""moisture""[Title/Abstract] OR ""moisturising""[Title/Abstract] OR ""moisturizing""[Title/Abstract] OR ""occlusive""[Title/Abstract] OR ""skin""[Title/Abstract] OR ""skin barrier""[Title/Abstract] OR ""skin water content""[Title/Abstract] OR ""stratum corneum""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""transepidermal water loss""[Title/Abstract] OR ""water loss""[Title/Abstract] OR ""xerosis""[Title/Abstract])",,0,,0,,,,,,,,0,[],no_expanded_pubmed_candidate,not_found,none,2026-07-12,mwbl-missing-effect-search-v1
adansonia_digitata_seed_oil,바오밥나무씨오일,Adansonia Digitata Seed Oil,effect_moisture_barrier,보습·장벽,"(""Adansonia Digitata Seed Oil""[Title/Abstract]) AND (""barrier function""[Title/Abstract] OR ""corneocyte""[Title/Abstract] OR ""cosmetic""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermal""[Title/Abstract] OR ""dermatitis""[Title/Abstract] OR ""dermatology""[Title/Abstract] OR ""dry skin""[Title/Abstract] OR ""epidermal""[Title/Abstract] OR ""epidermis""[Title/Abstract] OR ""humectant""[Title/Abstract] OR ""hydration""[Title/Abstract] OR ""keratinocyte""[Title/Abstract] OR ""moisture""[Title/Abstract] OR ""moisturising""[Title/Abstract] OR ""moisturizing""[Title/Abstract] OR ""occlusive""[Title/Abstract] OR ""skin""[Title/Abstract] OR ""skin barrier""[Title/Abstract] OR ""skin water content""[Title/Abstract] OR ""stratum corneum""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""transepidermal water loss""[Title/Abstract] OR ""water loss""[Title/Abstract] OR ""xerosis""[Title/Abstract])",,0,,0,,,,,,,,0,[],no_expanded_pubmed_candidate,not_found,none,2026-07-12,mwbl-missing-effect-search-v1
alanyl_glutamine,알라닐글루타민,Alanyl Glutamine,effect_moisture_barrier,보습·장벽,"(""Alanyl Glutamine""[Title/Abstract]) AND (""barrier function""[Title/Abstract] OR ""corneocyte""[Title/Abstract] OR ""cosmetic""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermal""[Title/Abstract] OR ""dermatitis""[Title/Abstract] OR ""dermatology""[Title/Abstract] OR ""dry skin""[Title/Abstract] OR ""epidermal""[Title/Abstract] OR ""epidermis""[Title/Abstract] OR ""humectant""[Title/Abstract] OR ""hydration""[Title/Abstract] OR ""keratinocyte""[Title/Abstract] OR ""moisture""[Title/Abstract] OR ""moisturising""[Title/Abstract] OR ""moisturizing""[Title/Abstract] OR ""occlusive""[Title/Abstract] OR ""skin""[Title/Abstract] OR ""skin barrier""[Title/Abstract] OR ""skin water content""[Title/Abstract] OR ""stratum corneum""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""transepidermal water loss""[Title/Abstract] OR ""water loss""[Title/Abstract] OR ""xerosis""[Title/Abstract])",36250482|34282686|34578811|34360944|33932823|32321150|32292346|30773024|30789107|30186572|27383799|23721689|21799183|21570752|18258342|17325559|16890361|16844573|8974106|9594182|9387711|8758443|8582226|8039619|8054133,25,,0,,,,,,,,0,[],no_expanded_pubmed_candidate,not_found,none,2026-07-12,mwbl-missing-effect-search-v1
albatrellus_confluens_mushroom_extract,다발방패버섯추출물,Albatrellus Confluens (Mushroom) Extract,effect_moisture_barrier,보습·장벽,"(""Albatrellus Confluens (Mushroom) Extract""[Title/Abstract] OR ""albatrellus confluens mushroom extract""[Title/Abstract]) AND (""barrier function""[Title/Abstract] OR ""corneocyte""[Title/Abstract] OR ""cosmetic""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermal""[Title/Abstract] OR ""dermatitis""[Title/Abstract] OR ""dermatology""[Title/Abstract] OR ""dry skin""[Title/Abstract] OR ""epidermal""[Title/Abstract] OR ""epidermis""[Title/Abstract] OR ""humectant""[Title/Abstract] OR ""hydration""[Title/Abstract] OR ""keratinocyte""[Title/Abstract] OR ""moisture""[Title/Abstract] OR ""moisturising""[Title/Abstract] OR ""moisturizing""[Title/Abstract] OR ""occlusive""[Title/Abstract] OR ""skin""[Title/Abstract] OR ""skin barrier""[Title/Abstract] OR ""skin water content""[Title/Abstract] OR ""stratum corneum""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""transepidermal water loss""[Title/Abstract] OR ""water loss""[Title/Abstract] OR ""xerosis""[Title/Abstract])",,0,,0,,,,,,,,0,[],no_expanded_pubmed_candidate,not_found,none,2026-07-12,mwbl-missing-effect-search-v1
alcaligenes_polysaccharides,알칼리게네스폴리사카라이드,Alcaligenes Polysaccharides,effect_moisture_barrier,보습·장벽,"(""Alcaligenes Polysaccharides""[Title/Abstract]) AND (""barrier function""[Title/Abstract] OR ""corneocyte""[Title/Abstract] OR ""cosmetic""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermal""[Title/Abstract] OR ""dermatitis""[Title/Abstract] OR ""dermatology""[Title/Abstract] OR ""dry skin""[Title/Abstract] OR ""epidermal""[Title/Abstract] OR ""epidermis""[Title/Abstract] OR ""humectant""[Title/Abstract] OR ""hydration""[Title/Abstract] OR ""keratinocyte""[Title/Abstract] OR ""moisture""[Title/Abstract] OR ""moisturising""[Title/Abstract] OR ""moisturizing""[Title/Abstract] OR ""occlusive""[Title/Abstract] OR ""skin""[Title/Abstract] OR ""skin barrier""[Title/Abstract] OR ""skin water content""[Title/Abstract] OR ""stratum corneum""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""transepidermal water loss""[Title/Abstract] OR ""water loss""[Title/Abstract] OR ""xerosis""[Title/Abstract])",,0,,0,,,,,,,,0,[],no_expanded_pubmed_candidate,not_found,none,2026-07-12,mwbl-missing-effect-search-v1
algae_oligosaccharides,조류올리고사카라이드,Algae Oligosaccharides,effect_moisture_barrier,보습·장벽,"(""Algae Oligosaccharides""[Title/Abstract]) AND (""barrier function""[Title/Abstract] OR ""corneocyte""[Title/Abstract] OR ""cosmetic""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermal""[Title/Abstract] OR ""dermatitis""[Title/Abstract] OR ""dermatology""[Title/Abstract] OR ""dry skin""[Title/Abstract] OR ""epidermal""[Title/Abstract] OR ""epidermis""[Title/Abstract] OR ""humectant""[Title/Abstract] OR ""hydration""[Title/Abstract] OR ""keratinocyte""[Title/Abstract] OR ""moisture""[Title/Abstract] OR ""moisturising""[Title/Abstract] OR ""moisturizing""[Title/Abstract] OR ""occlusive""[Title/Abstract] OR ""skin""[Title/Abstract] OR ""skin barrier""[Title/Abstract] OR ""skin water content""[Title/Abstract] OR ""stratum corneum""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""transepidermal water loss""[Title/Abstract] OR ""water loss""[Title/Abstract] OR ""xerosis""[Title/Abstract])",,0,,0,,,,,,,,0,[],no_expanded_pubmed_candidate,not_found,none,2026-07-12,mwbl-missing-effect-search-v1
aloe_barbadensis_leaf_polysaccharides,알로에베라잎폴리사카라이드,Aloe Barbadensis Leaf Polysaccharides,effect_moisture_barrier,보습·장벽,"(""Aloe Barbadensis Leaf Polysaccharides""[Title/Abstract]) AND (""barrier function""[Title/Abstract] OR ""corneocyte""[Title/Abstract] OR ""cosmetic""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermal""[Title/Abstract] OR ""dermatitis""[Title/Abstract] OR ""dermatology""[Title/Abstract] OR ""dry skin""[Title/Abstract] OR ""epidermal""[Title/Abstract] OR ""epidermis""[Title/Abstract] OR ""humectant""[Title/Abstract] OR ""hydration""[Title/Abstract] OR ""keratinocyte""[Title/Abstract] OR ""moisture""[Title/Abstract] OR ""moisturising""[Title/Abstract] OR ""moisturizing""[Title/Abstract] OR ""occlusive""[Title/Abstract] OR ""skin""[Title/Abstract] OR ""skin barrier""[Title/Abstract] OR ""skin water content""[Title/Abstract] OR ""stratum corneum""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""transepidermal water loss""[Title/Abstract] OR ""water loss""[Title/Abstract] OR ""xerosis""[Title/Abstract])",,0,,0,,,,,,,,0,[],no_expanded_pubmed_candidate,not_found,none,2026-07-12,mwbl-missing-effect-search-v1
aluminum_hydroxide,알루미늄하이드록사이드,Aluminum Hydroxide,effect_moisture_barrier,보습·장벽,"(""Aluminum Hydroxide""[Title/Abstract]) AND (""barrier function""[Title/Abstract] OR ""corneocyte""[Title/Abstract] OR ""cosmetic""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermal""[Title/Abstract] OR ""dermatitis""[Title/Abstract] OR ""dermatology""[Title/Abstract] OR ""dry skin""[Title/Abstract] OR ""epidermal""[Title/Abstract] OR ""epidermis""[Title/Abstract] OR ""humectant""[Title/Abstract] OR ""hydration""[Title/Abstract] OR ""keratinocyte""[Title/Abstract] OR ""moisture""[Title/Abstract] OR ""moisturising""[Title/Abstract] OR ""moisturizing""[Title/Abstract] OR ""occlusive""[Title/Abstract] OR ""skin""[Title/Abstract] OR ""skin barrier""[Title/Abstract] OR ""skin water content""[Title/Abstract] OR ""stratum corneum""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""transepidermal water loss""[Title/Abstract] OR ""water loss""[Title/Abstract] OR ""xerosis""[Title/Abstract])",42235719|42375367|42227077|41668982|31536275|41302520|41110319|40318596|40612492|40428982|40362678|40271748|39632727|39199350|38135009|38452050|37423516|38125351|37914841|37315848|36980282|36347302|36000926|36272211|36471962|36471961|35954723|36160489|35454485|34934427|34329076|33999404|33998398|34088322|33496022|34272019|34078816|32967304|32764608|32516944|32051090|32122940|32156809|32309291|31850442|32447871|31938919|31569369|31466705|31181086|29167234|28697661|28438825|28585001|28578324|27824918|27913785|27650868|27032498|27002295|26886894|26394755|25843670|26622290|25867449|25733483|25889286|25709494|25789270|26024412|25898693|25276062|24334688|23752042|23192912|23598029|23099329|22907986|22741263|22009001|22876123|22454683|21889842|21889260|21935270|20930464|20303250|18634826|18924005|18378229|18342721|18227167|18339239|17286982|17536265|16899204|16894389|16319999|16595065|16287547,100,,0,,,,,,,,0,[],no_expanded_pubmed_candidate,not_found,none,2026-07-12,mwbl-missing-effect-search-v1
